Date,Time,Product,Price,Link
2026-02-23,13:06:56,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2899.0,https://amzn.in/d/0ik1OB5g
2026-02-23,19:04:20,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2899.0,https://amzn.in/d/0ik1OB5g
2026-02-24,07:01:47,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2899.0,https://amzn.in/d/0ik1OB5g
2026-02-24,13:08:10,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-24,13:08:18,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2899.0,https://amzn.in/d/0ik1OB5g
2026-02-25,07:03:13,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-27,06:55:48,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",33490.0,https://amzn.in/d/06Pwbey5
2026-02-27,06:55:55,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-27,13:01:14,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-27,13:01:23,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2899.0,https://amzn.in/d/0ik1OB5g
2026-02-28,01:56:32,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-28,06:39:54,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",33490.0,https://amzn.in/d/06Pwbey5
2026-02-28,06:40:00,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-02-28,18:34:35,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",33490.0,https://amzn.in/d/06Pwbey5
2026-03-01,12:50:59,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",33490.0,https://amzn.in/d/06Pwbey5
2026-03-01,12:51:12,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-01,18:35:19,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",33490.0,https://amzn.in/d/06Pwbey5
2026-03-01,18:35:26,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-01,18:35:33,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-03,18:52:00,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-04,02:05:19,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-04,12:58:22,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-05,02:08:38,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-05,13:02:19,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-05,19:16:47,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-06,06:51:49,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-07,02:00:48,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-07,12:49:55,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-08,02:10:37,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-08,06:43:45,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-09,07:03:24,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-10,02:04:10,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-10,06:52:14,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-10,06:52:21,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-10,13:02:40,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-10,13:02:52,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-10,18:50:25,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-11,02:03:51,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-11,06:55:23,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-11,13:02:42,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-12,02:10:10,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-13,02:07:20,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-13,06:55:33,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-13,13:00:40,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-13,18:43:30,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-14,12:53:58,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-14,12:54:04,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-14,18:39:51,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-14,18:40:03,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-15,02:30:32,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-15,06:58:01,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",36250.0,https://amzn.in/d/06Pwbey5
2026-03-15,06:58:08,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-15,18:40:31,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-16,07:19:03,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2949.0,https://amzn.in/d/0ik1OB5g
2026-03-16,13:14:59,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2949.0,https://amzn.in/d/0ik1OB5g
2026-03-17,02:10:34,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2949.0,https://amzn.in/d/0ik1OB5g
2026-03-17,07:05:21,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",318.0,https://amzn.in/d/0bDOcukR
2026-03-17,13:14:12,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-18,07:02:40,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",36750.0,https://amzn.in/d/06Pwbey5
2026-03-18,13:14:45,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-19,06:59:19,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",36750.0,https://amzn.in/d/06Pwbey5
2026-03-19,06:59:26,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",318.0,https://amzn.in/d/0bDOcukR
2026-03-20,06:57:06,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",318.0,https://amzn.in/d/0bDOcukR
2026-03-20,13:01:32,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",36750.0,https://amzn.in/d/06Pwbey5
2026-03-21,02:03:13,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",318.0,https://amzn.in/d/0bDOcukR
2026-03-21,06:45:25,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",36750.0,https://amzn.in/d/06Pwbey5
2026-03-21,18:37:47,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",318.0,https://amzn.in/d/0bDOcukR
2026-03-23,02:23:58,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-23,18:56:32,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2849.0,https://amzn.in/d/0ik1OB5g
2026-03-24,13:13:48,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-24,13:13:56,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-24,19:04:22,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-25,02:21:30,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-25,07:03:18,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-25,18:56:42,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-26,07:10:08,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-26,19:07:10,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-27,18:57:06,Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-28,12:57:01,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-03-28,18:41:44,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-29,12:57:44,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-30,07:43:06,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-30,07:43:19,IAFA FURNITURE® Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-30,13:22:03,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",34490.0,https://amzn.in/d/06Pwbey5
2026-03-31,02:29:37,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-03-31,07:16:39,IAFA FURNITURE® Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-31,13:20:56,IAFA FURNITURE® Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-03-31,19:03:02,IAFA FURNITURE® Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-04-01,07:22:00,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-04-01,07:22:07,"PANCA Gadgets Home Tools, Car Keychain And Lanyard Strap, Tool Box, Gift For Men, Multipurpose Tool, Solid Black (Pack of 1)",349.0,https://amzn.in/d/0bDOcukR
2026-04-01,13:24:10,IAFA FURNITURE® Diego Mid-Back Mesh Office Chair | 3 Year Warranty | Ergonomic Study | Computer Chair with Revolving Base | Tilting & Height Adjustable Mechanism | Heavy-Duty Metal Base (Black) (DIY),2999.0,https://amzn.in/d/0ik1OB5g
2026-04-01,19:03:12,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
2026-04-02,02:26:15,"Daikin 1.5 Ton 3 Star Inverter Split AC (Copper, PM 2.5 Filter, Triple Display, Dew Clean Technology, Coanda Airflow, 2024 Model, MTKL50U, White)",30990.0,https://amzn.in/d/06Pwbey5
